year,exam,question_number,statement,option_a,option_b,option_c,option_d,correct_option,answer_key_status,question_source_url,answer_key_source_url,question_extraction_status
2016,AEMET A1 Acceso Libre — Primer ejercicio,64,"A la hora de cuantificar la intensidad de la turbulencia, se utiliza el parametro EDR (Eddy dissipation rate) cuyas unidades son ms. Se considera el umbral de turbulencia fuerte cuando el EDR tiene un valor de:","0,5>EDR >0,3","EDR>0,5","0,3>EDR>0,1",EDR>1,B,official,https://www.miteco.gob.es/content/dam/miteco/es/ministerio/empleo-publico/personal-funcionario/cuestionario_tcm30-96165.pdf,https://www.miteco.gob.es/content/dam/miteco/es/ministerio/empleo-publico/personal-funcionario/resolucion__correccionplantilladefc_sup_meteorologos_libre_sf-fp_tcm30-96168.pdf,ocr_needs_visual_review
2016,AEMET A1 Acceso Libre — Primer ejercicio,65,éCual de los siguientes fendmenos meteoroldgicos no es un fendmeno de mesoescala?,Brisas de mar,Lineas de turbonada,Tormentas convectivas,Tornados,D,official,https://www.miteco.gob.es/content/dam/miteco/es/ministerio/empleo-publico/personal-funcionario/cuestionario_tcm30-96165.pdf,https://www.miteco.gob.es/content/dam/miteco/es/ministerio/empleo-publico/personal-funcionario/resolucion__correccionplantilladefc_sup_meteorologos_libre_sf-fp_tcm30-96168.pdf,ocr_needs_visual_review
2016,AEMET A1 Acceso Libre — Primer ejercicio,66,Sefiale la afirmacién correcta respecto a un sistema de referencia ligado a la superficie terrestre:,"Una particula que se desplaza desde el ecuador al polo sur, por conservacién del momento angular sufrira una desviacion hacia el oeste,","Una particula que se desplaza verticalmente hacia abajo en el polo sur, sufrira una desviacion hacia el este.","Una particula que se desplaza hacia el este con latitud constante en el hemisferio norte, por conservacién del momento angular sufriraé una desviacidn hacia el polo norte.","Una partfcula que se desplaza verticalmente hacia arriba en una latitud de 45° sufrira una pequefia desviacidn hacia el oeste. 23 — Tribunal Calificador de las Pruebas Selectivas para el acceso al ""Ea = Cuerpo Superior de Meteorélogos del Estado, por el sistema general de acceso libre al i= (Orden AAA/902/2016, de 7 de junio; BOE 139, de 9 de junio) PRIMER EJERCICIO (las respuestas ha de marcarlas en la Hoja de Examen)",D,official,https://www.miteco.gob.es/content/dam/miteco/es/ministerio/empleo-publico/personal-funcionario/cuestionario_tcm30-96165.pdf,https://www.miteco.gob.es/content/dam/miteco/es/ministerio/empleo-publico/personal-funcionario/resolucion__correccionplantilladefc_sup_meteorologos_libre_sf-fp_tcm30-96168.pdf,ocr_needs_visual_review
2016,AEMET A1 Acceso Libre — Primer ejercicio,67,"éEn qué zonas de la atmdsfera es, normalmente, mayor la vorticidad potencial?","En niveles altos de la troposfera, en el lado polar de las corrientes en chorro.","En niveles altos de la troposfera, en el lado ecuatorial de las corrientes en chorro.","En superficie, en la parte delantera de una vaguada.","En superficie, en la zona posterior a un frente.",A,official,https://www.miteco.gob.es/content/dam/miteco/es/ministerio/empleo-publico/personal-funcionario/cuestionario_tcm30-96165.pdf,https://www.miteco.gob.es/content/dam/miteco/es/ministerio/empleo-publico/personal-funcionario/resolucion__correccionplantilladefc_sup_meteorologos_libre_sf-fp_tcm30-96168.pdf,ocr_needs_visual_review
2016,AEMET A1 Acceso Libre — Primer ejercicio,68,Sefale la afirmacion correcta: .,El viento gesotréfico es paralelo a las isolineas de las funciones de Montgomery sobre una superficie isentrdépica.,El uso de las coordenadas de presion es valido en condiciones no hidrostaticas.,La fuerza horizontal del gradiente de presién en coordenadas isobaricas es equivalente a un gradiente de geopotencial sobre una superficie de entrop/a constante.,El viento geostrdfico es divergente en coordenadas isobaricas.,A,official,https://www.miteco.gob.es/content/dam/miteco/es/ministerio/empleo-publico/personal-funcionario/cuestionario_tcm30-96165.pdf,https://www.miteco.gob.es/content/dam/miteco/es/ministerio/empleo-publico/personal-funcionario/resolucion__correccionplantilladefc_sup_meteorologos_libre_sf-fp_tcm30-96168.pdf,ocr_needs_visual_review
2016,AEMET A1 Acceso Libre — Primer ejercicio,69,Sefale la afirmacion correcta. En un tornado de unos 200m de didmetro: |,el flujo se puede considerar del gradiente y supergeostréfico.,el flujo se puede considerar del geostréfico.,el flujo se puede considerar inercial.,"el flujo se puede considerar ciclostréfico. SE — Tribunal Calificador de las Pruebas Selectivas para el acceso al ""yilsa™ Cuerpo Superior de Meteordélogos del Estado, por el sistema general de acceso libre || ae (Orden AAA/902/2016, de 7 de junio; BOE 139, de 9 de junio) PRIMER EJERCICIO (las respuestas ha de marcarlas en la Hoja de Examen)",D,official,https://www.miteco.gob.es/content/dam/miteco/es/ministerio/empleo-publico/personal-funcionario/cuestionario_tcm30-96165.pdf,https://www.miteco.gob.es/content/dam/miteco/es/ministerio/empleo-publico/personal-funcionario/resolucion__correccionplantilladefc_sup_meteorologos_libre_sf-fp_tcm30-96168.pdf,ocr_needs_visual_review
2016,AEMET A1 Acceso Libre — Primer ejercicio,70,Sefiale la afirmacién correcta respecto a las corrientes en chorro:,"Para un mismo gradiente isobarico de temperatura y un mismo nivel de presidn, un chorro subtropical es de igual intensidad que un chorro polar.","Para un mismo gradiente isobarico de temperatura y un mismo nivel de presién, un chorro subtropical es mas intenso que un chorro polar.","Para un mismo gradiente isobarico de temperatura y un mismo nivel de presidn, un chorro subtropical es menos intenso que un chorro polar.","Para un mismo gradiente isobarico de temperatura y un mismo nivel de presion, el chorro subtropical se situa a menor altura.",B,official,https://www.miteco.gob.es/content/dam/miteco/es/ministerio/empleo-publico/personal-funcionario/cuestionario_tcm30-96165.pdf,https://www.miteco.gob.es/content/dam/miteco/es/ministerio/empleo-publico/personal-funcionario/resolucion__correccionplantilladefc_sup_meteorologos_libre_sf-fp_tcm30-96168.pdf,ocr_needs_visual_review
2016,AEMET A1 Acceso Libre — Primer ejercicio,71,Sefiale la afirmacidn incorrecta respecto a la ecuacidn de la tendencia del geopotencial:,Adveccién calida por debajo de una superficie isobarica implica aumento de geopotencial de la superficie.,Adveccidn fria intensa sobre una adveccién fria débil es equivalente a una adveccion calida débil sobre una adveccion calida intensa.,Adveccién negativa de vorticidad absoluta en superficie implica aumento de geopotencial.,Una adveccién de temperatura que decrece con la altura esta asociada con caida de geopotencial.,D,official,https://www.miteco.gob.es/content/dam/miteco/es/ministerio/empleo-publico/personal-funcionario/cuestionario_tcm30-96165.pdf,https://www.miteco.gob.es/content/dam/miteco/es/ministerio/empleo-publico/personal-funcionario/resolucion__correccionplantilladefc_sup_meteorologos_libre_sf-fp_tcm30-96168.pdf,ocr_needs_visual_review
2016,AEMET A1 Acceso Libre — Primer ejercicio,72,Sefale la afirmacion incorrecta respecto a la ecuacidn omega:,Es una ecuacion de diagndstico.,"Para obtener las zonas en las cuales hay ascensos y descensos, se necesitan un campo de geopotencial y sus derivadas espaciales.","Adveccién cdlida implica aumento del espesor, lo que lleva asociado movimiento descendente.","Adveccidn de vorticidad que aumente con la altura implica ascensos. 25 7 ’ Tribunal Calificador de las Pruebas Selectivas para el acceso al ee : s Cuerpo Superior de Meteordélogos del Estado, por el sistema general de acceso libre | ies (Orden AAA/902/2016, de 7 de junio; BOE 139, de 9 de junio) ee PRIMER EJERCICIO (las respuestas ha de marcarlas en la Hoja de Examen) ee",C,official,https://www.miteco.gob.es/content/dam/miteco/es/ministerio/empleo-publico/personal-funcionario/cuestionario_tcm30-96165.pdf,https://www.miteco.gob.es/content/dam/miteco/es/ministerio/empleo-publico/personal-funcionario/resolucion__correccionplantilladefc_sup_meteorologos_libre_sf-fp_tcm30-96168.pdf,ocr_needs_visual_review
2016,AEMET A1 Acceso Libre — Primer ejercicio,73,Sefale la afirmacion incorrecta respecto a las ondas de Rossby:,Se propagan hacia el oeste respecto al flujo zonal medio.,Conservan la vorticidad absoluta.,Son consecuencia de la variacién del parametro de Coriolis con la latitud.,Las ondas con longitud de onda menor se desplazaran mas rapidamente hacia el oeste.,D,official,https://www.miteco.gob.es/content/dam/miteco/es/ministerio/empleo-publico/personal-funcionario/cuestionario_tcm30-96165.pdf,https://www.miteco.gob.es/content/dam/miteco/es/ministerio/empleo-publico/personal-funcionario/resolucion__correccionplantilladefc_sup_meteorologos_libre_sf-fp_tcm30-96168.pdf,ocr_needs_visual_review
2016,AEMET A1 Acceso Libre — Primer ejercicio,74,"| Sea un fluido rotante con un parametro B=df/dy, para que haya inestabilidad barotrdépica es | condicién necesaria que el flujo sea tal que:",du/dy cambie de signo en algtin punto de la region.,d*u/dy* cambie de signo en algun punto de la region. |,B- d?u/dy? cambie de signo en algtin punto de la region.,dB/dy cambie de signo en algtin punto de la region.,C,official,https://www.miteco.gob.es/content/dam/miteco/es/ministerio/empleo-publico/personal-funcionario/cuestionario_tcm30-96165.pdf,https://www.miteco.gob.es/content/dam/miteco/es/ministerio/empleo-publico/personal-funcionario/resolucion__correccionplantilladefc_sup_meteorologos_libre_sf-fp_tcm30-96168.pdf,ocr_needs_visual_review
2016,AEMET A1 Acceso Libre — Primer ejercicio,76,Sefiale la afirmacion correcta. Los frentes en niveles altos de la atmdsfera son responsables de:,los frentes ocluidos en superficie.,el agujero de ozono.,el transporte de ozono y materia desde la estratosfera a la troposfera.,"aumentos de la altura de la tropopausa. 26 vl Tribunal Calificador de las Pruebas Selectivas para el acceso al x he] Cuerpo Superior de Meteordlogos del Estado, por el sistema general de acceso libre =| ‘s (Orden AAA/902/2016, de 7 de junio; BOE 139, de 9 de junio) PRIMER EJERCICIO (las respuestas ha de marcarlas en la Hoja de Examen)",C,official,https://www.miteco.gob.es/content/dam/miteco/es/ministerio/empleo-publico/personal-funcionario/cuestionario_tcm30-96165.pdf,https://www.miteco.gob.es/content/dam/miteco/es/ministerio/empleo-publico/personal-funcionario/resolucion__correccionplantilladefc_sup_meteorologos_libre_sf-fp_tcm30-96168.pdf,ocr_needs_visual_review
2016,AEMET A1 Acceso Libre — Primer ejercicio,77,Sefiale la respuesta incorrecta. En una corriente en chorro:,el viento ageostréfico es perpendicular y hacia la derecha de la aceleracién en el hemisferio norte.,"en los maximos de viento de la corriente en chorro, se producen grandes aceleraciones y con ello circulaciones ageostréficas.",en el sector derecho a la salida de un maximo de viento se produce convergencia del viento.,la estabilidad estatica aumenta en el lado frio o polar de una corriente en chorro.,A,official,https://www.miteco.gob.es/content/dam/miteco/es/ministerio/empleo-publico/personal-funcionario/cuestionario_tcm30-96165.pdf,https://www.miteco.gob.es/content/dam/miteco/es/ministerio/empleo-publico/personal-funcionario/resolucion__correccionplantilladefc_sup_meteorologos_libre_sf-fp_tcm30-96168.pdf,ocr_needs_visual_review
2016,AEMET A1 Acceso Libre — Primer ejercicio,78,Sefale la afirmacidn incorrecta sobre la capa limite superficial:,"En la capa limite superficial, se puede considerar que la tension turbulenta vertical permanece constante con la altura.",La dependencia de la velocidad con la altura en la capa superficial es logaritmica.,La longitud de mezcla se considera que es constante con la altura.,"La constante de Von Karman tiene un valor experimental en torno a 0,4.",C,official,https://www.miteco.gob.es/content/dam/miteco/es/ministerio/empleo-publico/personal-funcionario/cuestionario_tcm30-96165.pdf,https://www.miteco.gob.es/content/dam/miteco/es/ministerio/empleo-publico/personal-funcionario/resolucion__correccionplantilladefc_sup_meteorologos_libre_sf-fp_tcm30-96168.pdf,ocr_needs_visual_review
2016,AEMET A1 Acceso Libre — Primer ejercicio,79,"Durante las condiciones del fendmeno El Nifio, la ocurrencia de ciclones tropicales en el océano Atlantico:",aumenta respecto a la situacién de fendmeno La Nifa.,aumenta respecto a la situacién neutra.,disminuye respecto a la situacién de fendmeno La Nifa.,"no varia respecto a la situaci6n neutra. 27 ——— Tribunal Calificador de las Pruebas Selectivas para el acceso al a Cuerpo Superior de Meteordlogos del Estado, por el sistema general de acceso libre =| = (Orden AAA/902/2016, de 7 de junio; BOE 139, de 9 de junio) PRIMER EJERCICIO (las respuestas ha de marcarlas en la Hoja de Examen) a es SS Se ee",C,official,https://www.miteco.gob.es/content/dam/miteco/es/ministerio/empleo-publico/personal-funcionario/cuestionario_tcm30-96165.pdf,https://www.miteco.gob.es/content/dam/miteco/es/ministerio/empleo-publico/personal-funcionario/resolucion__correccionplantilladefc_sup_meteorologos_libre_sf-fp_tcm30-96168.pdf,ocr_needs_visual_review
2016,AEMET A1 Acceso Libre — Primer ejercicio,80,Sefale la afirmacién correcta respecto a la propagacidn vertical de ondas planetarias en la estratosfera:,Las ondas se propagan cuando existe flujo del este superior a un valor umbral.,Las ondas se propagan cuando existe flujo del oeste inferior a un valor umbral.,Las ondas se propagan cuando existe flujo del este inferior a un valor umbral.,Las ondas se propagan cuando existe flujo del oeste superior a un valor umbral.,B,official,https://www.miteco.gob.es/content/dam/miteco/es/ministerio/empleo-publico/personal-funcionario/cuestionario_tcm30-96165.pdf,https://www.miteco.gob.es/content/dam/miteco/es/ministerio/empleo-publico/personal-funcionario/resolucion__correccionplantilladefc_sup_meteorologos_libre_sf-fp_tcm30-96168.pdf,ocr_needs_visual_review
2016,AEMET A1 Acceso Libre — Primer ejercicio,81,Sefale la afirmacion incorrecta:,La Oscilacidn Quasibienal es un fendmeno tropical que afecta el flujo estratosférico de | polo a polo que modula los efectos de las ondas extratropicales. |,La Oscilaci6n Quasibienal afecta a la variabilidad en la mesosfera en torno a los 85Km mediante propagacion vertical de ondas de la estratosfera ecuatorial. |,La Oscilacién Quasibienal no afecta a los vortices de la estratosfera polar en invierno ni a la reduccion del ozono en latitudes altas.,La Oscilacién Quasibienal consiste en un flujo coherente oscilante originado por ondas que se propagan con periodos no relacionados con el periodo de la oscilacidn resultante.,C,official,https://www.miteco.gob.es/content/dam/miteco/es/ministerio/empleo-publico/personal-funcionario/cuestionario_tcm30-96165.pdf,https://www.miteco.gob.es/content/dam/miteco/es/ministerio/empleo-publico/personal-funcionario/resolucion__correccionplantilladefc_sup_meteorologos_libre_sf-fp_tcm30-96168.pdf,ocr_needs_visual_review
2016,AEMET A1 Acceso Libre — Primer ejercicio,82,Indique la ordenacién correcta de cantidad de agua en distintas partes del sistema climatico:,casquetes polares y glaciares > agua liquida subterranea > humedad del suelo > vapor de agua atmosférico.,agua liquida subterranea > casquetes polares y glaciares > humedad del suelo > vapor de agua atmosférico.,casquetes polares y glaciares > agua Ifquida subterranea > vapor de agua atmosférico >rios y lagos.,"agua liquida subterranea > casquetes polares y glaciares > vapor de agua atmosférico > humedad del suelo. | 28 } Tribunal Calificador de Jas Pruebas Selectivas para el acceso al a ""aI Cuerpo Superior de Meteordlogos del Estado, por el sistema general de acceso libre beak: (Orden AAA/902/2016, de 7 de junio; BOE 139, de 9 de junio) PRIMER EJERCICIO (las respuestas ha de marcarlas en la Hoja de Examen)",A,official,https://www.miteco.gob.es/content/dam/miteco/es/ministerio/empleo-publico/personal-funcionario/cuestionario_tcm30-96165.pdf,https://www.miteco.gob.es/content/dam/miteco/es/ministerio/empleo-publico/personal-funcionario/resolucion__correccionplantilladefc_sup_meteorologos_libre_sf-fp_tcm30-96168.pdf,ocr_needs_visual_review
2016,AEMET A1 Acceso Libre — Primer ejercicio,83,éCual de los siguientes gases produce mayor efecto invernadero?,El metano,El didxido de carbono,El vapor de agua,El ozono estratosférico,C,official,https://www.miteco.gob.es/content/dam/miteco/es/ministerio/empleo-publico/personal-funcionario/cuestionario_tcm30-96165.pdf,https://www.miteco.gob.es/content/dam/miteco/es/ministerio/empleo-publico/personal-funcionario/resolucion__correccionplantilladefc_sup_meteorologos_libre_sf-fp_tcm30-96168.pdf,ocr_needs_visual_review
2016,AEMET A1 Acceso Libre — Primer ejercicio,84,Indique la afirmacién correcta con relacién a la amplitud de la variacidn de temperatura media entre enero y julio:,En el norte de Canada llega a 40°C,En el Pacifico ecuatorial llega a 10°C,Es mayor en el desierto del Sahara que en el noreste de Siberia.,En Espafia es inferior a 5°C,A,official,https://www.miteco.gob.es/content/dam/miteco/es/ministerio/empleo-publico/personal-funcionario/cuestionario_tcm30-96165.pdf,https://www.miteco.gob.es/content/dam/miteco/es/ministerio/empleo-publico/personal-funcionario/resolucion__correccionplantilladefc_sup_meteorologos_libre_sf-fp_tcm30-96168.pdf,ocr_needs_visual_review
2016,AEMET A1 Acceso Libre — Primer ejercicio,86,"La capa del océano en la que se produce un descenso rapido de la densidad con la profundidad, vinculado a fuertes cambios en la temperatura o en la salinidad del agua, se denomina:",Termoclina.,Haloclina.,Picnoclina.,Densoclina. |,C,official,https://www.miteco.gob.es/content/dam/miteco/es/ministerio/empleo-publico/personal-funcionario/cuestionario_tcm30-96165.pdf,https://www.miteco.gob.es/content/dam/miteco/es/ministerio/empleo-publico/personal-funcionario/resolucion__correccionplantilladefc_sup_meteorologos_libre_sf-fp_tcm30-96168.pdf,ocr_needs_visual_review
2016,AEMET A1 Acceso Libre — Primer ejercicio,87,Indique la afirmacion incorrecta:,El tipo Cs de KGppen se da en zonas de Chile.,El tipo Af de Képpen se da en zonas de Mongolia.,El tipo Dw de Kdppen se da en zonas de Corea.,El tipo Bw de Képpen se da en zonas del Sahara.,B,official,https://www.miteco.gob.es/content/dam/miteco/es/ministerio/empleo-publico/personal-funcionario/cuestionario_tcm30-96165.pdf,https://www.miteco.gob.es/content/dam/miteco/es/ministerio/empleo-publico/personal-funcionario/resolucion__correccionplantilladefc_sup_meteorologos_libre_sf-fp_tcm30-96168.pdf,ocr_needs_visual_review
2016,AEMET A1 Acceso Libre — Primer ejercicio,88,La estructura térmica de la troposfera se mantiene por un equilibrio aproximado entre la radiacion infrarroja y:,el transporte de calor sensible y calor latente por las corrientes en chorro del oeste.,el calentamiento radiativo propio de la absorcién por el ozono de la radiacién solar ultravioleta.,el trasporte vertical de calor sensible y calor latente desde la superficie por remolinos de pequefia y gran escala.,"la propagacién vertical de energfa de las ondas de Kelvin, | | 30 | Oe anes Tribunal Calificador de las Pruebas Selectivas para el acceso al 7 Cuerpo Superior de Meteorélogos del Estado, por el sistema general de acceso libre pa i: i= (Orden AAA/902/2016, de 7 de junio; BOE 139, de 9 de junio) PRIMER EJERCICIO (las respuestas ha de marcarlas en la Hoja de Examen) Pregunita n® 89: éCémo se denomina el patrén de circulacién atmosférico dominante en los trdpicos?",C,official,https://www.miteco.gob.es/content/dam/miteco/es/ministerio/empleo-publico/personal-funcionario/cuestionario_tcm30-96165.pdf,https://www.miteco.gob.es/content/dam/miteco/es/ministerio/empleo-publico/personal-funcionario/resolucion__correccionplantilladefc_sup_meteorologos_libre_sf-fp_tcm30-96168.pdf,ocr_needs_visual_review
2016,AEMET A1 Acceso Libre — Primer ejercicio,89,éCémo se denomina el patrén de circulacién atmosférico dominante en los trdpicos?,Célula de Halley.,Célula de Ferrel.,Célula de Hadley.,Célula de Brady.,C,official,https://www.miteco.gob.es/content/dam/miteco/es/ministerio/empleo-publico/personal-funcionario/cuestionario_tcm30-96165.pdf,https://www.miteco.gob.es/content/dam/miteco/es/ministerio/empleo-publico/personal-funcionario/resolucion__correccionplantilladefc_sup_meteorologos_libre_sf-fp_tcm30-96168.pdf,ocr_needs_visual_review
2016,AEMET A1 Acceso Libre — Primer ejercicio,90,éCuanto tiempo tarda aproximadamente la circulacidn termohalina en recorrer un ciclo completo?,100 afios,1.000 afios.,10.000 afios.,100.000 afios,B,official,https://www.miteco.gob.es/content/dam/miteco/es/ministerio/empleo-publico/personal-funcionario/cuestionario_tcm30-96165.pdf,https://www.miteco.gob.es/content/dam/miteco/es/ministerio/empleo-publico/personal-funcionario/resolucion__correccionplantilladefc_sup_meteorologos_libre_sf-fp_tcm30-96168.pdf,ocr_needs_visual_review
2016,AEMET A1 Acceso Libre — Primer ejercicio,91,Los modelos climaticos globales se emplean para realizar estudios acerca de la respuesta de las diferentes variables climaticas a los forzamientos radiativos. éCual es la respuesta del ‘ciclo hidroldgico’ al calentamiento global que ofrecen estos modelos?,Los intercambios de vapor de agua entre la capa limite planetaria y la troposfera media aumentan.,No se producen cambios en la distribuci6n de humedad relativa en la baja troposfera.,El transporte de calor latente hacia el ecuador disminuye.,"El flujo de calor sensible hacia los polos aumenta. 31 = Tribunal Calificador de las Pruebas Selectivas para el acceso al el ke] Cuerpo Superior de Meteordélogos del Estado, por el sistema general de acceso libre ae (Orden AAA/902/2016, de 7 de junio; BOE 139, de 9 de junio) = tir ee ee PRIMER EJERCICIO (las respuestas ha de marcarlas en la Hoja de Examen) ee",B,official,https://www.miteco.gob.es/content/dam/miteco/es/ministerio/empleo-publico/personal-funcionario/cuestionario_tcm30-96165.pdf,https://www.miteco.gob.es/content/dam/miteco/es/ministerio/empleo-publico/personal-funcionario/resolucion__correccionplantilladefc_sup_meteorologos_libre_sf-fp_tcm30-96168.pdf,ocr_needs_visual_review
2016,AEMET A1 Acceso Libre — Primer ejercicio,92,Indique el proceso por el cual es carbono llega a las aguas superficiales desde las aguas profundas:,Meteorizacidn de rocas carbonatadas en las placas tecténicas.,Afloramiento de aguas profundas.,Erosion de las lineas de costa.,Difusién pasiva del carbono desde las aguas profundas.,B,official,https://www.miteco.gob.es/content/dam/miteco/es/ministerio/empleo-publico/personal-funcionario/cuestionario_tcm30-96165.pdf,https://www.miteco.gob.es/content/dam/miteco/es/ministerio/empleo-publico/personal-funcionario/resolucion__correccionplantilladefc_sup_meteorologos_libre_sf-fp_tcm30-96168.pdf,ocr_needs_visual_review
2016,AEMET A1 Acceso Libre — Primer ejercicio,93,"; Durante el fendmeno El Nifio, el calentamiento de la temperatura del agua del mar en el Pacifico ecuatorial este y central provoca:",condiciones anormalmente hmedas en latitudes subtropicales del norte de América y | sur de Brasil.,"condiciones anormalmente himedas sobre el norte de Australia, Indonesia y Filipinas. |",condiciones anormalmente secas sobre el sureste de Africa y norte de Brasil durante el | invierno del hemisferio norte.,condiciones anormalmente secas sobre el suroeste de Africa durante el invierno del hemisferio norte.,C,official,https://www.miteco.gob.es/content/dam/miteco/es/ministerio/empleo-publico/personal-funcionario/cuestionario_tcm30-96165.pdf,https://www.miteco.gob.es/content/dam/miteco/es/ministerio/empleo-publico/personal-funcionario/resolucion__correccionplantilladefc_sup_meteorologos_libre_sf-fp_tcm30-96168.pdf,ocr_needs_visual_review
2016,AEMET A1 Acceso Libre — Primer ejercicio,94,Sefale la afirmacién correcta:,"La Oscilaci6n del Atlantico Norte consiste en un dipolo norte-sur de anomalfas de geopotencial con dos centros de signo opuesto, localizados sobre Alaska y sobre latitudes centrales del Atlantico norte entre 35-40°N, respectivamente.",La fase negativa de la Oscilacién del Atlantico Norte viene asociada con temperaturas por encima de lo normal en el este de Estados Unidos y regiones del norte de Europa y temperaturas por debajo de lo normal en Groenlandia y en ocasiones en el sur de Europa.,La fase positiva de la Oscilacién del Atlantico Norte viene asociada con precipitaciones por debajo de lo normal en el norte de Europa y Escandinavia en invierno y precipitaciones por encima de lo normal en el sur y centro de Europa.,"Tanto la fase positiva de la Oscilacién del Atlantico Norte como la fase negativa, estan asociadas a cambios en la intensidad y localizacidn de la corriente en chorro del Atlantico Norte. 32 N Tribunal Calificador de las Pruebas Selectivas para el acceso al = I mt Cuerpo Superior de Meteordlogos del Estado, por el sistema general de acceso libre cai | (Orden AAA/902/2016, de 7 de junio; BOE 139, de 9 de junio) i. fi PRIMER EJERCICIO (las respuestas ha de marcarlas en la Hoja de Examen)",D,official,https://www.miteco.gob.es/content/dam/miteco/es/ministerio/empleo-publico/personal-funcionario/cuestionario_tcm30-96165.pdf,https://www.miteco.gob.es/content/dam/miteco/es/ministerio/empleo-publico/personal-funcionario/resolucion__correccionplantilladefc_sup_meteorologos_libre_sf-fp_tcm30-96168.pdf,ocr_needs_visual_review
2016,AEMET A1 Acceso Libre — Primer ejercicio,96,Indique la afirmacion incorrecta:,Los modelos climaticos globales acoplados incluyen entre sus componentes la ecuacion oceanica de conservacion de la salinidad.,Los métodos de prediccidn estacional basados en métodos empirico-estadisticos son de aplicacidn solamente regional y local. |,Una incertidumbre importante en las proyecciones de cambio climatico para finales del siglo XXI son los diferentes escenarios de emision. ;,"Uno de los supuestos en los modelos de balance de energia es que la tasa media de la radiacidn entrante es de 36,4 Jm™?s.",D,official,https://www.miteco.gob.es/content/dam/miteco/es/ministerio/empleo-publico/personal-funcionario/cuestionario_tcm30-96165.pdf,https://www.miteco.gob.es/content/dam/miteco/es/ministerio/empleo-publico/personal-funcionario/resolucion__correccionplantilladefc_sup_meteorologos_libre_sf-fp_tcm30-96168.pdf,ocr_needs_visual_review
2016,AEMET A1 Acceso Libre — Primer ejercicio,97,éCudl de las siguientes unidades de magnitud en relacidn al almacenamiento de informacién es mayor?,Pettabyte (PB),Terabyte (TB),Yottabyte (YB),"Zettabyte (ZB) 33 —— Tribunal Calificador de las Pruebas Selectivas para el acceso al yice™ Cuerpo Superior de Meteorédlogos del Estado, por el sistema general de acceso libre ra ** (Orden AAA/902/2016, de 7 de junio; BOE 139, de 9 de junio) PRIMER EJERCICIO (las respuestas ha de marcarlas en la Hoja de Examen)",C,official,https://www.miteco.gob.es/content/dam/miteco/es/ministerio/empleo-publico/personal-funcionario/cuestionario_tcm30-96165.pdf,https://www.miteco.gob.es/content/dam/miteco/es/ministerio/empleo-publico/personal-funcionario/resolucion__correccionplantilladefc_sup_meteorologos_libre_sf-fp_tcm30-96168.pdf,ocr_needs_visual_review
2016,AEMET A1 Acceso Libre — Primer ejercicio,98,"En Linux, el comando correcto para crear una copia de seguridad comprimida de todos los directorios y archivos de /home es:",tar -czf backup.tar.gz /home |,backtar -czf /nhome backup.tar.gz,untar -cbf backup.tar.gz /home,cp -cbf /nome backup.tar.gz,A,official,https://www.miteco.gob.es/content/dam/miteco/es/ministerio/empleo-publico/personal-funcionario/cuestionario_tcm30-96165.pdf,https://www.miteco.gob.es/content/dam/miteco/es/ministerio/empleo-publico/personal-funcionario/resolucion__correccionplantilladefc_sup_meteorologos_libre_sf-fp_tcm30-96168.pdf,ocr_needs_visual_review
2016,AEMET A1 Acceso Libre — Primer ejercicio,99,"Sefale la afirmacion correcta. En Linux, la llamada “FORK”:",controla el tiempo de ejecucidn de un proceso.,envia una sefial al proceso especificado.,crea una copia del proceso que hace la llamada.,elimina el mapa de memoria del proceso que hace la llamada. |,C,official,https://www.miteco.gob.es/content/dam/miteco/es/ministerio/empleo-publico/personal-funcionario/cuestionario_tcm30-96165.pdf,https://www.miteco.gob.es/content/dam/miteco/es/ministerio/empleo-publico/personal-funcionario/resolucion__correccionplantilladefc_sup_meteorologos_libre_sf-fp_tcm30-96168.pdf,ocr_needs_visual_review
2016,AEMET A1 Acceso Libre — Primer ejercicio,100,éCual de los siguientes lenguajes de programacion no soporta el paradigma de programacién funcional?,Java,Prolog,Python,"Haskell ! | | 34 i Tribunal Calificador de las Pruebas Selectivas para el acceso al Be ™ Cuerpo Superior de Meteordlogos del Estado, por el sistema general de acceso libre a E) (Orden AAA/902/2016, de 7 de junio; BOE 139, de 9 de junio) PRIMER EJERCICIO (las respuestas ha de marcarlas en la Hoja de Examen)",B,official,https://www.miteco.gob.es/content/dam/miteco/es/ministerio/empleo-publico/personal-funcionario/cuestionario_tcm30-96165.pdf,https://www.miteco.gob.es/content/dam/miteco/es/ministerio/empleo-publico/personal-funcionario/resolucion__correccionplantilladefc_sup_meteorologos_libre_sf-fp_tcm30-96168.pdf,ocr_needs_visual_review
2016,AEMET A1 Acceso Libre — Primer ejercicio,101,Indique qué solucién de las siguientes no esta relacionada con los Sistemas Gestores de Base de Datos (SGBD):,MongoDB,MariaDB,HeidiSQL,MarcoDB,D,official,https://www.miteco.gob.es/content/dam/miteco/es/ministerio/empleo-publico/personal-funcionario/cuestionario_tcm30-96165.pdf,https://www.miteco.gob.es/content/dam/miteco/es/ministerio/empleo-publico/personal-funcionario/resolucion__correccionplantilladefc_sup_meteorologos_libre_sf-fp_tcm30-96168.pdf,ocr_needs_visual_review
