question_id,year,question_number,source_pdf_page,issue_flags,current_verification_status,source_pdf_url,review_action
aemet-a1-acceso-libre-primer-ejercicio-2017-54,2017,54,15,pdf_page_header_or_footer_embedded,verified,https://www.miteco.gob.es/content/dam/miteco/es/ministerio/empleo-publico/personal-funcionario/primer_ejercicio_v2_tcm30-437875.pdf,Open the source PDF at the listed page and compare statement plus all four options before updating the bank.
aemet-a1-acceso-libre-primer-ejercicio-2017-58,2017,58,16,pdf_page_header_or_footer_embedded,verified,https://www.miteco.gob.es/content/dam/miteco/es/ministerio/empleo-publico/personal-funcionario/primer_ejercicio_v2_tcm30-437875.pdf,Open the source PDF at the listed page and compare statement plus all four options before updating the bank.
aemet-a1-acceso-libre-primer-ejercicio-2017-62,2017,62,17,pdf_page_header_or_footer_embedded,verified,https://www.miteco.gob.es/content/dam/miteco/es/ministerio/empleo-publico/personal-funcionario/primer_ejercicio_v2_tcm30-437875.pdf,Open the source PDF at the listed page and compare statement plus all four options before updating the bank.
aemet-a1-acceso-libre-primer-ejercicio-2017-66,2017,66,18,pdf_page_header_or_footer_embedded,verified,https://www.miteco.gob.es/content/dam/miteco/es/ministerio/empleo-publico/personal-funcionario/primer_ejercicio_v2_tcm30-437875.pdf,Open the source PDF at the listed page and compare statement plus all four options before updating the bank.
aemet-a1-acceso-libre-primer-ejercicio-2017-70,2017,70,19,pdf_page_header_or_footer_embedded,verified,https://www.miteco.gob.es/content/dam/miteco/es/ministerio/empleo-publico/personal-funcionario/primer_ejercicio_v2_tcm30-437875.pdf,Open the source PDF at the listed page and compare statement plus all four options before updating the bank.
aemet-a1-acceso-libre-primer-ejercicio-2017-74,2017,74,20,pdf_page_header_or_footer_embedded,verified,https://www.miteco.gob.es/content/dam/miteco/es/ministerio/empleo-publico/personal-funcionario/primer_ejercicio_v2_tcm30-437875.pdf,Open the source PDF at the listed page and compare statement plus all four options before updating the bank.
aemet-a1-acceso-libre-primer-ejercicio-2017-78,2017,78,21,pdf_page_header_or_footer_embedded,verified,https://www.miteco.gob.es/content/dam/miteco/es/ministerio/empleo-publico/personal-funcionario/primer_ejercicio_v2_tcm30-437875.pdf,Open the source PDF at the listed page and compare statement plus all four options before updating the bank.
aemet-a1-acceso-libre-primer-ejercicio-2017-82,2017,82,22,pdf_page_header_or_footer_embedded,verified,https://www.miteco.gob.es/content/dam/miteco/es/ministerio/empleo-publico/personal-funcionario/primer_ejercicio_v2_tcm30-437875.pdf,Open the source PDF at the listed page and compare statement plus all four options before updating the bank.
aemet-a1-acceso-libre-primer-ejercicio-2017-86,2017,86,23,pdf_page_header_or_footer_embedded,verified,https://www.miteco.gob.es/content/dam/miteco/es/ministerio/empleo-publico/personal-funcionario/primer_ejercicio_v2_tcm30-437875.pdf,Open the source PDF at the listed page and compare statement plus all four options before updating the bank.
aemet-a1-acceso-libre-primer-ejercicio-2017-89,2017,89,24,pdf_page_header_or_footer_embedded,verified,https://www.miteco.gob.es/content/dam/miteco/es/ministerio/empleo-publico/personal-funcionario/primer_ejercicio_v2_tcm30-437875.pdf,Open the source PDF at the listed page and compare statement plus all four options before updating the bank.
aemet-a1-acceso-libre-primer-ejercicio-2017-91,2017,91,25,pdf_page_header_or_footer_embedded,verified,https://www.miteco.gob.es/content/dam/miteco/es/ministerio/empleo-publico/personal-funcionario/primer_ejercicio_v2_tcm30-437875.pdf,Open the source PDF at the listed page and compare statement plus all four options before updating the bank.
aemet-a1-acceso-libre-primer-ejercicio-2017-93,2017,93,26,pdf_page_header_or_footer_embedded,verified,https://www.miteco.gob.es/content/dam/miteco/es/ministerio/empleo-publico/personal-funcionario/primer_ejercicio_v2_tcm30-437875.pdf,Open the source PDF at the listed page and compare statement plus all four options before updating the bank.
aemet-a1-acceso-libre-primer-ejercicio-2018-100,2018,100,34,pdf_page_header_or_footer_embedded,verified,https://www.miteco.gob.es/content/dam/miteco/es/ministerio/empleo-publico/personal-funcionario/cuestionario_primerejercicio_libre_cs_meteorologos_tcm30-498497.pdf,Open the source PDF at the listed page and compare statement plus all four options before updating the bank.
aemet-a1-acceso-libre-primer-ejercicio-2018-11,2018,11,5,unexpected_non_latin_script,verified,https://www.miteco.gob.es/content/dam/miteco/es/ministerio/empleo-publico/personal-funcionario/cuestionario_primerejercicio_libre_cs_meteorologos_tcm30-498497.pdf,Open the source PDF at the listed page and compare statement plus all four options before updating the bank.
aemet-a1-acceso-libre-primer-ejercicio-2018-12,2018,12,5,pdf_page_header_or_footer_embedded;unexpected_non_latin_script,verified,https://www.miteco.gob.es/content/dam/miteco/es/ministerio/empleo-publico/personal-funcionario/cuestionario_primerejercicio_libre_cs_meteorologos_tcm30-498497.pdf,Open the source PDF at the listed page and compare statement plus all four options before updating the bank.
aemet-a1-acceso-libre-primer-ejercicio-2018-14,2018,14,6,unexpected_non_latin_script,verified,https://www.miteco.gob.es/content/dam/miteco/es/ministerio/empleo-publico/personal-funcionario/cuestionario_primerejercicio_libre_cs_meteorologos_tcm30-498497.pdf,Open the source PDF at the listed page and compare statement plus all four options before updating the bank.
aemet-a1-acceso-libre-primer-ejercicio-2018-15,2018,15,6,pdf_page_header_or_footer_embedded;unexpected_non_latin_script,verified,https://www.miteco.gob.es/content/dam/miteco/es/ministerio/empleo-publico/personal-funcionario/cuestionario_primerejercicio_libre_cs_meteorologos_tcm30-498497.pdf,Open the source PDF at the listed page and compare statement plus all four options before updating the bank.
aemet-a1-acceso-libre-primer-ejercicio-2018-16,2018,16,7,unexpected_non_latin_script,verified,https://www.miteco.gob.es/content/dam/miteco/es/ministerio/empleo-publico/personal-funcionario/cuestionario_primerejercicio_libre_cs_meteorologos_tcm30-498497.pdf,Open the source PDF at the listed page and compare statement plus all four options before updating the bank.
aemet-a1-acceso-libre-primer-ejercicio-2018-18,2018,18,7,pdf_page_header_or_footer_embedded;unexpected_non_latin_script,verified,https://www.miteco.gob.es/content/dam/miteco/es/ministerio/empleo-publico/personal-funcionario/cuestionario_primerejercicio_libre_cs_meteorologos_tcm30-498497.pdf,Open the source PDF at the listed page and compare statement plus all four options before updating the bank.
aemet-a1-acceso-libre-primer-ejercicio-2018-2,2018,2,2,unexpected_non_latin_script,verified,https://www.miteco.gob.es/content/dam/miteco/es/ministerio/empleo-publico/personal-funcionario/cuestionario_primerejercicio_libre_cs_meteorologos_tcm30-498497.pdf,Open the source PDF at the listed page and compare statement plus all four options before updating the bank.
aemet-a1-acceso-libre-primer-ejercicio-2018-20,2018,20,8,unexpected_non_latin_script,verified,https://www.miteco.gob.es/content/dam/miteco/es/ministerio/empleo-publico/personal-funcionario/cuestionario_primerejercicio_libre_cs_meteorologos_tcm30-498497.pdf,Open the source PDF at the listed page and compare statement plus all four options before updating the bank.
aemet-a1-acceso-libre-primer-ejercicio-2018-21,2018,21,8,pdf_page_header_or_footer_embedded,verified,https://www.miteco.gob.es/content/dam/miteco/es/ministerio/empleo-publico/personal-funcionario/cuestionario_primerejercicio_libre_cs_meteorologos_tcm30-498497.pdf,Open the source PDF at the listed page and compare statement plus all four options before updating the bank.
aemet-a1-acceso-libre-primer-ejercicio-2018-23,2018,23,9,unexpected_non_latin_script,verified,https://www.miteco.gob.es/content/dam/miteco/es/ministerio/empleo-publico/personal-funcionario/cuestionario_primerejercicio_libre_cs_meteorologos_tcm30-498497.pdf,Open the source PDF at the listed page and compare statement plus all four options before updating the bank.
aemet-a1-acceso-libre-primer-ejercicio-2018-24,2018,24,9,pdf_page_header_or_footer_embedded,verified,https://www.miteco.gob.es/content/dam/miteco/es/ministerio/empleo-publico/personal-funcionario/cuestionario_primerejercicio_libre_cs_meteorologos_tcm30-498497.pdf,Open the source PDF at the listed page and compare statement plus all four options before updating the bank.
aemet-a1-acceso-libre-primer-ejercicio-2018-27,2018,27,10,unexpected_non_latin_script,verified,https://www.miteco.gob.es/content/dam/miteco/es/ministerio/empleo-publico/personal-funcionario/cuestionario_primerejercicio_libre_cs_meteorologos_tcm30-498497.pdf,Open the source PDF at the listed page and compare statement plus all four options before updating the bank.
aemet-a1-acceso-libre-primer-ejercicio-2018-28,2018,28,10,pdf_page_header_or_footer_embedded;unexpected_non_latin_script,verified,https://www.miteco.gob.es/content/dam/miteco/es/ministerio/empleo-publico/personal-funcionario/cuestionario_primerejercicio_libre_cs_meteorologos_tcm30-498497.pdf,Open the source PDF at the listed page and compare statement plus all four options before updating the bank.
aemet-a1-acceso-libre-primer-ejercicio-2018-29,2018,29,11,unexpected_non_latin_script,verified,https://www.miteco.gob.es/content/dam/miteco/es/ministerio/empleo-publico/personal-funcionario/cuestionario_primerejercicio_libre_cs_meteorologos_tcm30-498497.pdf,Open the source PDF at the listed page and compare statement plus all four options before updating the bank.
aemet-a1-acceso-libre-primer-ejercicio-2018-3,2018,3,2,pdf_page_header_or_footer_embedded,verified,https://www.miteco.gob.es/content/dam/miteco/es/ministerio/empleo-publico/personal-funcionario/cuestionario_primerejercicio_libre_cs_meteorologos_tcm30-498497.pdf,Open the source PDF at the listed page and compare statement plus all four options before updating the bank.
aemet-a1-acceso-libre-primer-ejercicio-2018-31,2018,31,11,pdf_page_header_or_footer_embedded,verified,https://www.miteco.gob.es/content/dam/miteco/es/ministerio/empleo-publico/personal-funcionario/cuestionario_primerejercicio_libre_cs_meteorologos_tcm30-498497.pdf,Open the source PDF at the listed page and compare statement plus all four options before updating the bank.
aemet-a1-acceso-libre-primer-ejercicio-2018-35,2018,35,12,pdf_page_header_or_footer_embedded,verified,https://www.miteco.gob.es/content/dam/miteco/es/ministerio/empleo-publico/personal-funcionario/cuestionario_primerejercicio_libre_cs_meteorologos_tcm30-498497.pdf,Open the source PDF at the listed page and compare statement plus all four options before updating the bank.
aemet-a1-acceso-libre-primer-ejercicio-2018-37,2018,37,13,unexpected_non_latin_script,verified,https://www.miteco.gob.es/content/dam/miteco/es/ministerio/empleo-publico/personal-funcionario/cuestionario_primerejercicio_libre_cs_meteorologos_tcm30-498497.pdf,Open the source PDF at the listed page and compare statement plus all four options before updating the bank.
aemet-a1-acceso-libre-primer-ejercicio-2018-38,2018,38,13,pdf_page_header_or_footer_embedded;unexpected_non_latin_script,verified,https://www.miteco.gob.es/content/dam/miteco/es/ministerio/empleo-publico/personal-funcionario/cuestionario_primerejercicio_libre_cs_meteorologos_tcm30-498497.pdf,Open the source PDF at the listed page and compare statement plus all four options before updating the bank.
aemet-a1-acceso-libre-primer-ejercicio-2018-4,2018,4,3,unexpected_non_latin_script,verified,https://www.miteco.gob.es/content/dam/miteco/es/ministerio/empleo-publico/personal-funcionario/cuestionario_primerejercicio_libre_cs_meteorologos_tcm30-498497.pdf,Open the source PDF at the listed page and compare statement plus all four options before updating the bank.
aemet-a1-acceso-libre-primer-ejercicio-2018-41,2018,41,14,pdf_page_header_or_footer_embedded,verified,https://www.miteco.gob.es/content/dam/miteco/es/ministerio/empleo-publico/personal-funcionario/cuestionario_primerejercicio_libre_cs_meteorologos_tcm30-498497.pdf,Open the source PDF at the listed page and compare statement plus all four options before updating the bank.
aemet-a1-acceso-libre-primer-ejercicio-2018-43,2018,43,15,unexpected_non_latin_script,verified,https://www.miteco.gob.es/content/dam/miteco/es/ministerio/empleo-publico/personal-funcionario/cuestionario_primerejercicio_libre_cs_meteorologos_tcm30-498497.pdf,Open the source PDF at the listed page and compare statement plus all four options before updating the bank.
aemet-a1-acceso-libre-primer-ejercicio-2018-44,2018,44,15,pdf_page_header_or_footer_embedded;unexpected_non_latin_script,verified,https://www.miteco.gob.es/content/dam/miteco/es/ministerio/empleo-publico/personal-funcionario/cuestionario_primerejercicio_libre_cs_meteorologos_tcm30-498497.pdf,Open the source PDF at the listed page and compare statement plus all four options before updating the bank.
aemet-a1-acceso-libre-primer-ejercicio-2018-48,2018,48,16,pdf_page_header_or_footer_embedded,verified,https://www.miteco.gob.es/content/dam/miteco/es/ministerio/empleo-publico/personal-funcionario/cuestionario_primerejercicio_libre_cs_meteorologos_tcm30-498497.pdf,Open the source PDF at the listed page and compare statement plus all four options before updating the bank.
aemet-a1-acceso-libre-primer-ejercicio-2018-5,2018,5,3,unexpected_non_latin_script,verified,https://www.miteco.gob.es/content/dam/miteco/es/ministerio/empleo-publico/personal-funcionario/cuestionario_primerejercicio_libre_cs_meteorologos_tcm30-498497.pdf,Open the source PDF at the listed page and compare statement plus all four options before updating the bank.
aemet-a1-acceso-libre-primer-ejercicio-2018-51,2018,51,17,pdf_page_header_or_footer_embedded,verified,https://www.miteco.gob.es/content/dam/miteco/es/ministerio/empleo-publico/personal-funcionario/cuestionario_primerejercicio_libre_cs_meteorologos_tcm30-498497.pdf,Open the source PDF at the listed page and compare statement plus all four options before updating the bank.
aemet-a1-acceso-libre-primer-ejercicio-2018-55,2018,55,18,pdf_page_header_or_footer_embedded,verified,https://www.miteco.gob.es/content/dam/miteco/es/ministerio/empleo-publico/personal-funcionario/cuestionario_primerejercicio_libre_cs_meteorologos_tcm30-498497.pdf,Open the source PDF at the listed page and compare statement plus all four options before updating the bank.
aemet-a1-acceso-libre-primer-ejercicio-2018-58,2018,58,19,pdf_page_header_or_footer_embedded,verified,https://www.miteco.gob.es/content/dam/miteco/es/ministerio/empleo-publico/personal-funcionario/cuestionario_primerejercicio_libre_cs_meteorologos_tcm30-498497.pdf,Open the source PDF at the listed page and compare statement plus all four options before updating the bank.
aemet-a1-acceso-libre-primer-ejercicio-2018-6,2018,6,3,pdf_page_header_or_footer_embedded;unexpected_non_latin_script,verified,https://www.miteco.gob.es/content/dam/miteco/es/ministerio/empleo-publico/personal-funcionario/cuestionario_primerejercicio_libre_cs_meteorologos_tcm30-498497.pdf,Open the source PDF at the listed page and compare statement plus all four options before updating the bank.
aemet-a1-acceso-libre-primer-ejercicio-2018-61,2018,61,20,pdf_page_header_or_footer_embedded,verified,https://www.miteco.gob.es/content/dam/miteco/es/ministerio/empleo-publico/personal-funcionario/cuestionario_primerejercicio_libre_cs_meteorologos_tcm30-498497.pdf,Open the source PDF at the listed page and compare statement plus all four options before updating the bank.
aemet-a1-acceso-libre-primer-ejercicio-2018-64,2018,64,21,pdf_page_header_or_footer_embedded,verified,https://www.miteco.gob.es/content/dam/miteco/es/ministerio/empleo-publico/personal-funcionario/cuestionario_primerejercicio_libre_cs_meteorologos_tcm30-498497.pdf,Open the source PDF at the listed page and compare statement plus all four options before updating the bank.
aemet-a1-acceso-libre-primer-ejercicio-2018-66,2018,66,22,unexpected_non_latin_script,verified,https://www.miteco.gob.es/content/dam/miteco/es/ministerio/empleo-publico/personal-funcionario/cuestionario_primerejercicio_libre_cs_meteorologos_tcm30-498497.pdf,Open the source PDF at the listed page and compare statement plus all four options before updating the bank.
aemet-a1-acceso-libre-primer-ejercicio-2018-69,2018,69,23,unexpected_non_latin_script,verified,https://www.miteco.gob.es/content/dam/miteco/es/ministerio/empleo-publico/personal-funcionario/cuestionario_primerejercicio_libre_cs_meteorologos_tcm30-498497.pdf,Open the source PDF at the listed page and compare statement plus all four options before updating the bank.
aemet-a1-acceso-libre-primer-ejercicio-2018-7,2018,7,4,unexpected_non_latin_script,verified,https://www.miteco.gob.es/content/dam/miteco/es/ministerio/empleo-publico/personal-funcionario/cuestionario_primerejercicio_libre_cs_meteorologos_tcm30-498497.pdf,Open the source PDF at the listed page and compare statement plus all four options before updating the bank.
aemet-a1-acceso-libre-primer-ejercicio-2018-71,2018,71,23,pdf_page_header_or_footer_embedded,verified,https://www.miteco.gob.es/content/dam/miteco/es/ministerio/empleo-publico/personal-funcionario/cuestionario_primerejercicio_libre_cs_meteorologos_tcm30-498497.pdf,Open the source PDF at the listed page and compare statement plus all four options before updating the bank.
aemet-a1-acceso-libre-primer-ejercicio-2018-75,2018,75,24,pdf_page_header_or_footer_embedded,verified,https://www.miteco.gob.es/content/dam/miteco/es/ministerio/empleo-publico/personal-funcionario/cuestionario_primerejercicio_libre_cs_meteorologos_tcm30-498497.pdf,Open the source PDF at the listed page and compare statement plus all four options before updating the bank.
aemet-a1-acceso-libre-primer-ejercicio-2018-78,2018,78,25,pdf_page_header_or_footer_embedded,verified,https://www.miteco.gob.es/content/dam/miteco/es/ministerio/empleo-publico/personal-funcionario/cuestionario_primerejercicio_libre_cs_meteorologos_tcm30-498497.pdf,Open the source PDF at the listed page and compare statement plus all four options before updating the bank.
aemet-a1-acceso-libre-primer-ejercicio-2018-82,2018,82,26,pdf_page_header_or_footer_embedded,verified,https://www.miteco.gob.es/content/dam/miteco/es/ministerio/empleo-publico/personal-funcionario/cuestionario_primerejercicio_libre_cs_meteorologos_tcm30-498497.pdf,Open the source PDF at the listed page and compare statement plus all four options before updating the bank.
aemet-a1-acceso-libre-primer-ejercicio-2018-85,2018,85,27,pdf_page_header_or_footer_embedded,verified,https://www.miteco.gob.es/content/dam/miteco/es/ministerio/empleo-publico/personal-funcionario/cuestionario_primerejercicio_libre_cs_meteorologos_tcm30-498497.pdf,Open the source PDF at the listed page and compare statement plus all four options before updating the bank.
aemet-a1-acceso-libre-primer-ejercicio-2018-9,2018,9,4,pdf_page_header_or_footer_embedded;unexpected_non_latin_script,verified,https://www.miteco.gob.es/content/dam/miteco/es/ministerio/empleo-publico/personal-funcionario/cuestionario_primerejercicio_libre_cs_meteorologos_tcm30-498497.pdf,Open the source PDF at the listed page and compare statement plus all four options before updating the bank.
aemet-a1-acceso-libre-primer-ejercicio-2018-90,2018,90,29,pdf_page_header_or_footer_embedded,verified,https://www.miteco.gob.es/content/dam/miteco/es/ministerio/empleo-publico/personal-funcionario/cuestionario_primerejercicio_libre_cs_meteorologos_tcm30-498497.pdf,Open the source PDF at the listed page and compare statement plus all four options before updating the bank.
aemet-a1-acceso-libre-primer-ejercicio-2018-92,2018,92,30,pdf_page_header_or_footer_embedded,verified,https://www.miteco.gob.es/content/dam/miteco/es/ministerio/empleo-publico/personal-funcionario/cuestionario_primerejercicio_libre_cs_meteorologos_tcm30-498497.pdf,Open the source PDF at the listed page and compare statement plus all four options before updating the bank.
aemet-a1-acceso-libre-primer-ejercicio-2018-94,2018,94,31,pdf_page_header_or_footer_embedded,verified,https://www.miteco.gob.es/content/dam/miteco/es/ministerio/empleo-publico/personal-funcionario/cuestionario_primerejercicio_libre_cs_meteorologos_tcm30-498497.pdf,Open the source PDF at the listed page and compare statement plus all four options before updating the bank.
aemet-a1-acceso-libre-primer-ejercicio-2018-96,2018,96,32,pdf_page_header_or_footer_embedded,verified,https://www.miteco.gob.es/content/dam/miteco/es/ministerio/empleo-publico/personal-funcionario/cuestionario_primerejercicio_libre_cs_meteorologos_tcm30-498497.pdf,Open the source PDF at the listed page and compare statement plus all four options before updating the bank.
aemet-a1-acceso-libre-primer-ejercicio-2018-99,2018,99,33,pdf_page_header_or_footer_embedded,verified,https://www.miteco.gob.es/content/dam/miteco/es/ministerio/empleo-publico/personal-funcionario/cuestionario_primerejercicio_libre_cs_meteorologos_tcm30-498497.pdf,Open the source PDF at the listed page and compare statement plus all four options before updating the bank.
