stable_id,existing_row,source_question,final_answer,disposition,review_status,intended_mutation,source_url
aemet-a1-acceso-libre-primer-ejercicio-2015-108,verified:D:legacy,2015-108,D,quarantined,needs_visual_review,quarantine_existing_stable_id,https://www.aemet.es/documentos/es/empleo_y_becas/empleo_publico/oposiciones/grupo_a1/otras_convocatorias/ex_met_lib_2015.pdf
aemet-a1-acceso-libre-primer-ejercicio-2015-109,verified:C:legacy,2015-109,C,quarantined,needs_visual_review,quarantine_existing_stable_id,https://www.aemet.es/documentos/es/empleo_y_becas/empleo_publico/oposiciones/grupo_a1/otras_convocatorias/ex_met_lib_2015.pdf
aemet-a1-acceso-libre-primer-ejercicio-2015-110,verified:A:legacy,2015-110,A,quarantined,needs_visual_review,quarantine_existing_stable_id,https://www.aemet.es/documentos/es/empleo_y_becas/empleo_publico/oposiciones/grupo_a1/otras_convocatorias/ex_met_lib_2015.pdf
aemet-a1-acceso-libre-primer-ejercicio-2015-111,needs_review:C:legacy,2015-111,C,quarantined,needs_visual_review,quarantine_existing_stable_id,https://www.aemet.es/documentos/es/empleo_y_becas/empleo_publico/oposiciones/grupo_a1/otras_convocatorias/ex_met_lib_2015.pdf
aemet-a1-acceso-libre-primer-ejercicio-2015-112,verified:D:legacy,2015-112,D,quarantined,needs_visual_review,quarantine_existing_stable_id,https://www.aemet.es/documentos/es/empleo_y_becas/empleo_publico/oposiciones/grupo_a1/otras_convocatorias/ex_met_lib_2015.pdf
aemet-a1-acceso-libre-primer-ejercicio-2015-113,verified:C:legacy,2015-113,C,quarantined,needs_visual_review,quarantine_existing_stable_id,https://www.aemet.es/documentos/es/empleo_y_becas/empleo_publico/oposiciones/grupo_a1/otras_convocatorias/ex_met_lib_2015.pdf
aemet-a1-acceso-libre-primer-ejercicio-2015-114,verified:B:legacy,2015-114,B,quarantined,needs_visual_review,quarantine_existing_stable_id,https://www.aemet.es/documentos/es/empleo_y_becas/empleo_publico/oposiciones/grupo_a1/otras_convocatorias/ex_met_lib_2015.pdf
aemet-a1-acceso-libre-primer-ejercicio-2015-115,needs_review:A:legacy,2015-115,A,quarantined,needs_visual_review,quarantine_existing_stable_id,https://www.aemet.es/documentos/es/empleo_y_becas/empleo_publico/oposiciones/grupo_a1/otras_convocatorias/ex_met_lib_2015.pdf
aemet-a1-acceso-libre-primer-ejercicio-2015-116,verified:B:legacy,2015-116,B,quarantined,needs_visual_review,quarantine_existing_stable_id,https://www.aemet.es/documentos/es/empleo_y_becas/empleo_publico/oposiciones/grupo_a1/otras_convocatorias/ex_met_lib_2015.pdf
aemet-a1-acceso-libre-primer-ejercicio-2015-117,needs_review:D:legacy,2015-117,D,quarantined,needs_visual_review,quarantine_existing_stable_id,https://www.aemet.es/documentos/es/empleo_y_becas/empleo_publico/oposiciones/grupo_a1/otras_convocatorias/ex_met_lib_2015.pdf
aemet-a1-acceso-libre-primer-ejercicio-2015-118,verified:C:legacy,2015-118,C,quarantined,needs_visual_review,quarantine_existing_stable_id,https://www.aemet.es/documentos/es/empleo_y_becas/empleo_publico/oposiciones/grupo_a1/otras_convocatorias/ex_met_lib_2015.pdf
aemet-a1-acceso-libre-primer-ejercicio-2015-119,needs_review:D:legacy,2015-119,D,quarantined,needs_visual_review,quarantine_existing_stable_id,https://www.aemet.es/documentos/es/empleo_y_becas/empleo_publico/oposiciones/grupo_a1/otras_convocatorias/ex_met_lib_2015.pdf
aemet-a1-acceso-libre-primer-ejercicio-2015-120,verified:B:legacy,2015-120,B,quarantined,needs_visual_review,quarantine_existing_stable_id,https://www.aemet.es/documentos/es/empleo_y_becas/empleo_publico/oposiciones/grupo_a1/otras_convocatorias/ex_met_lib_2015.pdf
aemet-a1-acceso-libre-primer-ejercicio-2016-1,needs_review:C:legacy,2016-1,C,quarantined,needs_visual_review,quarantine_existing_stable_id,https://www.miteco.gob.es/content/dam/miteco/es/ministerio/empleo-publico/personal-funcionario/cuestionario_tcm30-96165.pdf
aemet-a1-acceso-libre-primer-ejercicio-2016-2,needs_review:D:legacy,2016-2,D,quarantined,needs_visual_review,quarantine_existing_stable_id,https://www.miteco.gob.es/content/dam/miteco/es/ministerio/empleo-publico/personal-funcionario/cuestionario_tcm30-96165.pdf
aemet-a1-acceso-libre-primer-ejercicio-2016-3,needs_review:A:legacy,2016-3,A,quarantined,needs_visual_review,quarantine_existing_stable_id,https://www.miteco.gob.es/content/dam/miteco/es/ministerio/empleo-publico/personal-funcionario/cuestionario_tcm30-96165.pdf
aemet-a1-acceso-libre-primer-ejercicio-2016-4,needs_review:D:legacy,2016-4,D,quarantined,needs_visual_review,quarantine_existing_stable_id,https://www.miteco.gob.es/content/dam/miteco/es/ministerio/empleo-publico/personal-funcionario/cuestionario_tcm30-96165.pdf
aemet-a1-acceso-libre-primer-ejercicio-2016-5,absent_or_offline,2016-5,C,quarantined,incomplete_extraction,insert_quarantined_stable_id,https://www.miteco.gob.es/content/dam/miteco/es/ministerio/empleo-publico/personal-funcionario/cuestionario_tcm30-96165.pdf
aemet-a1-acceso-libre-primer-ejercicio-2016-6,needs_review:A:legacy,2016-6,A,quarantined,needs_visual_review,quarantine_existing_stable_id,https://www.miteco.gob.es/content/dam/miteco/es/ministerio/empleo-publico/personal-funcionario/cuestionario_tcm30-96165.pdf
aemet-a1-acceso-libre-primer-ejercicio-2016-7,needs_review:D:legacy,2016-7,D,quarantined,needs_visual_review,quarantine_existing_stable_id,https://www.miteco.gob.es/content/dam/miteco/es/ministerio/empleo-publico/personal-funcionario/cuestionario_tcm30-96165.pdf
aemet-a1-acceso-libre-primer-ejercicio-2016-8,needs_review:A:legacy,2016-8,A,quarantined,needs_visual_review,quarantine_existing_stable_id,https://www.miteco.gob.es/content/dam/miteco/es/ministerio/empleo-publico/personal-funcionario/cuestionario_tcm30-96165.pdf
aemet-a1-acceso-libre-primer-ejercicio-2016-9,needs_review:B:legacy,2016-9,B,quarantined,needs_visual_review,quarantine_existing_stable_id,https://www.miteco.gob.es/content/dam/miteco/es/ministerio/empleo-publico/personal-funcionario/cuestionario_tcm30-96165.pdf
aemet-a1-acceso-libre-primer-ejercicio-2016-10,needs_review:C:legacy,2016-10,C,quarantined,needs_visual_review,quarantine_existing_stable_id,https://www.miteco.gob.es/content/dam/miteco/es/ministerio/empleo-publico/personal-funcionario/cuestionario_tcm30-96165.pdf
aemet-a1-acceso-libre-primer-ejercicio-2016-12,needs_review:B:legacy,2016-12,B,quarantined,needs_visual_review,quarantine_existing_stable_id,https://www.miteco.gob.es/content/dam/miteco/es/ministerio/empleo-publico/personal-funcionario/cuestionario_tcm30-96165.pdf
aemet-a1-acceso-libre-primer-ejercicio-2016-14,needs_review:C:legacy,2016-14,C,quarantined,needs_visual_review,quarantine_existing_stable_id,https://www.miteco.gob.es/content/dam/miteco/es/ministerio/empleo-publico/personal-funcionario/cuestionario_tcm30-96165.pdf
aemet-a1-acceso-libre-primer-ejercicio-2016-15,needs_review:A:legacy,2016-15,A,quarantined,needs_visual_review,quarantine_existing_stable_id,https://www.miteco.gob.es/content/dam/miteco/es/ministerio/empleo-publico/personal-funcionario/cuestionario_tcm30-96165.pdf
aemet-a1-acceso-libre-primer-ejercicio-2016-16,verified:C:legacy,2016-16,C,quarantined,incomplete_extraction,quarantine_existing_stable_id,https://www.miteco.gob.es/content/dam/miteco/es/ministerio/empleo-publico/personal-funcionario/cuestionario_tcm30-96165.pdf
aemet-a1-acceso-libre-primer-ejercicio-2016-17,needs_review:A:legacy,2016-17,A,quarantined,needs_visual_review,quarantine_existing_stable_id,https://www.miteco.gob.es/content/dam/miteco/es/ministerio/empleo-publico/personal-funcionario/cuestionario_tcm30-96165.pdf
aemet-a1-acceso-libre-primer-ejercicio-2016-18,absent_or_offline,2016-18,B,quarantined,incomplete_extraction,insert_quarantined_stable_id,https://www.miteco.gob.es/content/dam/miteco/es/ministerio/empleo-publico/personal-funcionario/cuestionario_tcm30-96165.pdf
aemet-a1-acceso-libre-primer-ejercicio-2016-19,absent_or_offline,2016-19,D,quarantined,incomplete_extraction,insert_quarantined_stable_id,https://www.miteco.gob.es/content/dam/miteco/es/ministerio/empleo-publico/personal-funcionario/cuestionario_tcm30-96165.pdf
aemet-a1-acceso-libre-primer-ejercicio-2016-20,needs_review:A:legacy,2016-20,A,quarantined,needs_visual_review,quarantine_existing_stable_id,https://www.miteco.gob.es/content/dam/miteco/es/ministerio/empleo-publico/personal-funcionario/cuestionario_tcm30-96165.pdf
aemet-a1-acceso-libre-primer-ejercicio-2016-21,needs_review:C:legacy,2016-21,C,quarantined,needs_visual_review,quarantine_existing_stable_id,https://www.miteco.gob.es/content/dam/miteco/es/ministerio/empleo-publico/personal-funcionario/cuestionario_tcm30-96165.pdf
aemet-a1-acceso-libre-primer-ejercicio-2016-22,needs_review:B:legacy,2016-22,B,quarantined,needs_visual_review,quarantine_existing_stable_id,https://www.miteco.gob.es/content/dam/miteco/es/ministerio/empleo-publico/personal-funcionario/cuestionario_tcm30-96165.pdf
aemet-a1-acceso-libre-primer-ejercicio-2016-23,needs_review:D:legacy,2016-23,D,quarantined,needs_visual_review,quarantine_existing_stable_id,https://www.miteco.gob.es/content/dam/miteco/es/ministerio/empleo-publico/personal-funcionario/cuestionario_tcm30-96165.pdf
aemet-a1-acceso-libre-primer-ejercicio-2016-24,needs_review:C:legacy,2016-24,C,quarantined,needs_visual_review,quarantine_existing_stable_id,https://www.miteco.gob.es/content/dam/miteco/es/ministerio/empleo-publico/personal-funcionario/cuestionario_tcm30-96165.pdf
aemet-a1-acceso-libre-primer-ejercicio-2016-27,absent_or_offline,2016-27,C,quarantined,incomplete_extraction,insert_quarantined_stable_id,https://www.miteco.gob.es/content/dam/miteco/es/ministerio/empleo-publico/personal-funcionario/cuestionario_tcm30-96165.pdf
aemet-a1-acceso-libre-primer-ejercicio-2016-28,needs_review:C:legacy,2016-28,C,quarantined,needs_visual_review,quarantine_existing_stable_id,https://www.miteco.gob.es/content/dam/miteco/es/ministerio/empleo-publico/personal-funcionario/cuestionario_tcm30-96165.pdf
aemet-a1-acceso-libre-primer-ejercicio-2016-29,needs_review:C:legacy,2016-29,C,quarantined,needs_visual_review,quarantine_existing_stable_id,https://www.miteco.gob.es/content/dam/miteco/es/ministerio/empleo-publico/personal-funcionario/cuestionario_tcm30-96165.pdf
aemet-a1-acceso-libre-primer-ejercicio-2016-30,needs_review:A:legacy,2016-30,A,quarantined,needs_visual_review,quarantine_existing_stable_id,https://www.miteco.gob.es/content/dam/miteco/es/ministerio/empleo-publico/personal-funcionario/cuestionario_tcm30-96165.pdf
aemet-a1-acceso-libre-primer-ejercicio-2016-31,needs_review:A:legacy,2016-31,A,quarantined,needs_visual_review,quarantine_existing_stable_id,https://www.miteco.gob.es/content/dam/miteco/es/ministerio/empleo-publico/personal-funcionario/cuestionario_tcm30-96165.pdf
aemet-a1-acceso-libre-primer-ejercicio-2016-32,needs_review:A:legacy,2016-32,A,quarantined,needs_visual_review,quarantine_existing_stable_id,https://www.miteco.gob.es/content/dam/miteco/es/ministerio/empleo-publico/personal-funcionario/cuestionario_tcm30-96165.pdf
aemet-a1-acceso-libre-primer-ejercicio-2016-33,needs_review:A:legacy,2016-33,A,quarantined,needs_visual_review,quarantine_existing_stable_id,https://www.miteco.gob.es/content/dam/miteco/es/ministerio/empleo-publico/personal-funcionario/cuestionario_tcm30-96165.pdf
aemet-a1-acceso-libre-primer-ejercicio-2016-34,needs_review:D:legacy,2016-34,D,quarantined,needs_visual_review,quarantine_existing_stable_id,https://www.miteco.gob.es/content/dam/miteco/es/ministerio/empleo-publico/personal-funcionario/cuestionario_tcm30-96165.pdf
aemet-a1-acceso-libre-primer-ejercicio-2016-35,needs_review:B:legacy,2016-35,B,quarantined,needs_visual_review,quarantine_existing_stable_id,https://www.miteco.gob.es/content/dam/miteco/es/ministerio/empleo-publico/personal-funcionario/cuestionario_tcm30-96165.pdf
aemet-a1-acceso-libre-primer-ejercicio-2016-36,needs_review:C:legacy,2016-36,C,quarantined,needs_visual_review,quarantine_existing_stable_id,https://www.miteco.gob.es/content/dam/miteco/es/ministerio/empleo-publico/personal-funcionario/cuestionario_tcm30-96165.pdf
aemet-a1-acceso-libre-primer-ejercicio-2016-37,needs_review:C:legacy,2016-37,C,quarantined,needs_visual_review,quarantine_existing_stable_id,https://www.miteco.gob.es/content/dam/miteco/es/ministerio/empleo-publico/personal-funcionario/cuestionario_tcm30-96165.pdf
aemet-a1-acceso-libre-primer-ejercicio-2016-38,needs_review:A:legacy,2016-38,A,quarantined,needs_visual_review,quarantine_existing_stable_id,https://www.miteco.gob.es/content/dam/miteco/es/ministerio/empleo-publico/personal-funcionario/cuestionario_tcm30-96165.pdf
aemet-a1-acceso-libre-primer-ejercicio-2016-39,needs_review:C:legacy,2016-39,C,quarantined,needs_visual_review,quarantine_existing_stable_id,https://www.miteco.gob.es/content/dam/miteco/es/ministerio/empleo-publico/personal-funcionario/cuestionario_tcm30-96165.pdf
aemet-a1-acceso-libre-primer-ejercicio-2016-40,needs_review:C:legacy,2016-40,C,quarantined,needs_visual_review,quarantine_existing_stable_id,https://www.miteco.gob.es/content/dam/miteco/es/ministerio/empleo-publico/personal-funcionario/cuestionario_tcm30-96165.pdf
aemet-a1-acceso-libre-primer-ejercicio-2016-41,needs_review:A:legacy,2016-41,A,quarantined,needs_visual_review,quarantine_existing_stable_id,https://www.miteco.gob.es/content/dam/miteco/es/ministerio/empleo-publico/personal-funcionario/cuestionario_tcm30-96165.pdf
aemet-a1-acceso-libre-primer-ejercicio-2016-42,needs_review:C:legacy,2016-42,C,quarantined,needs_visual_review,quarantine_existing_stable_id,https://www.miteco.gob.es/content/dam/miteco/es/ministerio/empleo-publico/personal-funcionario/cuestionario_tcm30-96165.pdf
aemet-a1-acceso-libre-primer-ejercicio-2016-43,needs_review:B:legacy,2016-43,B,quarantined,needs_visual_review,quarantine_existing_stable_id,https://www.miteco.gob.es/content/dam/miteco/es/ministerio/empleo-publico/personal-funcionario/cuestionario_tcm30-96165.pdf
aemet-a1-acceso-libre-primer-ejercicio-2016-44,needs_review:C:legacy,2016-44,C,quarantined,needs_visual_review,quarantine_existing_stable_id,https://www.miteco.gob.es/content/dam/miteco/es/ministerio/empleo-publico/personal-funcionario/cuestionario_tcm30-96165.pdf
aemet-a1-acceso-libre-primer-ejercicio-2016-45,needs_review:C:legacy,2016-45,C,quarantined,needs_visual_review,quarantine_existing_stable_id,https://www.miteco.gob.es/content/dam/miteco/es/ministerio/empleo-publico/personal-funcionario/cuestionario_tcm30-96165.pdf
aemet-a1-acceso-libre-primer-ejercicio-2016-46,needs_review:A:legacy,2016-46,A,quarantined,needs_visual_review,quarantine_existing_stable_id,https://www.miteco.gob.es/content/dam/miteco/es/ministerio/empleo-publico/personal-funcionario/cuestionario_tcm30-96165.pdf
aemet-a1-acceso-libre-primer-ejercicio-2016-47,needs_review:D:legacy,2016-47,D,quarantined,needs_visual_review,quarantine_existing_stable_id,https://www.miteco.gob.es/content/dam/miteco/es/ministerio/empleo-publico/personal-funcionario/cuestionario_tcm30-96165.pdf
aemet-a1-acceso-libre-primer-ejercicio-2016-48,needs_review:A:legacy,2016-48,A,quarantined,needs_visual_review,quarantine_existing_stable_id,https://www.miteco.gob.es/content/dam/miteco/es/ministerio/empleo-publico/personal-funcionario/cuestionario_tcm30-96165.pdf
aemet-a1-acceso-libre-primer-ejercicio-2016-49,needs_review:D:legacy,2016-49,D,quarantined,needs_visual_review,quarantine_existing_stable_id,https://www.miteco.gob.es/content/dam/miteco/es/ministerio/empleo-publico/personal-funcionario/cuestionario_tcm30-96165.pdf
aemet-a1-acceso-libre-primer-ejercicio-2016-51,needs_review:C:legacy,2016-51,C,quarantined,needs_visual_review,quarantine_existing_stable_id,https://www.miteco.gob.es/content/dam/miteco/es/ministerio/empleo-publico/personal-funcionario/cuestionario_tcm30-96165.pdf
aemet-a1-acceso-libre-primer-ejercicio-2016-52,needs_review:B:legacy,2016-52,B,quarantined,needs_visual_review,quarantine_existing_stable_id,https://www.miteco.gob.es/content/dam/miteco/es/ministerio/empleo-publico/personal-funcionario/cuestionario_tcm30-96165.pdf
aemet-a1-acceso-libre-primer-ejercicio-2016-53,needs_review:D:legacy,2016-53,D,quarantined,needs_visual_review,quarantine_existing_stable_id,https://www.miteco.gob.es/content/dam/miteco/es/ministerio/empleo-publico/personal-funcionario/cuestionario_tcm30-96165.pdf
aemet-a1-acceso-libre-primer-ejercicio-2016-54,needs_review:D:legacy,2016-54,D,quarantined,needs_visual_review,quarantine_existing_stable_id,https://www.miteco.gob.es/content/dam/miteco/es/ministerio/empleo-publico/personal-funcionario/cuestionario_tcm30-96165.pdf
aemet-a1-acceso-libre-primer-ejercicio-2016-55,needs_review:B:legacy,2016-55,B,quarantined,needs_visual_review,quarantine_existing_stable_id,https://www.miteco.gob.es/content/dam/miteco/es/ministerio/empleo-publico/personal-funcionario/cuestionario_tcm30-96165.pdf
aemet-a1-acceso-libre-primer-ejercicio-2016-56,needs_review:B:legacy,2016-56,B,quarantined,needs_visual_review,quarantine_existing_stable_id,https://www.miteco.gob.es/content/dam/miteco/es/ministerio/empleo-publico/personal-funcionario/cuestionario_tcm30-96165.pdf
aemet-a1-acceso-libre-primer-ejercicio-2016-57,needs_review:C:legacy,2016-57,C,quarantined,needs_visual_review,quarantine_existing_stable_id,https://www.miteco.gob.es/content/dam/miteco/es/ministerio/empleo-publico/personal-funcionario/cuestionario_tcm30-96165.pdf
aemet-a1-acceso-libre-primer-ejercicio-2016-58,needs_review:A:legacy,2016-58,A,quarantined,needs_visual_review,quarantine_existing_stable_id,https://www.miteco.gob.es/content/dam/miteco/es/ministerio/empleo-publico/personal-funcionario/cuestionario_tcm30-96165.pdf
aemet-a1-acceso-libre-primer-ejercicio-2016-59,needs_review:D:legacy,2016-59,D,quarantined,needs_visual_review,quarantine_existing_stable_id,https://www.miteco.gob.es/content/dam/miteco/es/ministerio/empleo-publico/personal-funcionario/cuestionario_tcm30-96165.pdf
aemet-a1-acceso-libre-primer-ejercicio-2016-60,needs_review:B:legacy,2016-60,B,quarantined,needs_visual_review,quarantine_existing_stable_id,https://www.miteco.gob.es/content/dam/miteco/es/ministerio/empleo-publico/personal-funcionario/cuestionario_tcm30-96165.pdf
aemet-a1-acceso-libre-primer-ejercicio-2016-61,needs_review:C:legacy,2016-61,C,quarantined,needs_visual_review,quarantine_existing_stable_id,https://www.miteco.gob.es/content/dam/miteco/es/ministerio/empleo-publico/personal-funcionario/cuestionario_tcm30-96165.pdf
aemet-a1-acceso-libre-primer-ejercicio-2016-62,absent_or_offline,2016-62,A,quarantined,incomplete_extraction,insert_quarantined_stable_id,https://www.miteco.gob.es/content/dam/miteco/es/ministerio/empleo-publico/personal-funcionario/cuestionario_tcm30-96165.pdf
aemet-a1-acceso-libre-primer-ejercicio-2016-63,needs_review:B:legacy,2016-63,B,quarantined,needs_visual_review,quarantine_existing_stable_id,https://www.miteco.gob.es/content/dam/miteco/es/ministerio/empleo-publico/personal-funcionario/cuestionario_tcm30-96165.pdf
aemet-a1-acceso-libre-primer-ejercicio-2016-64,needs_review:B:legacy,2016-64,B,quarantined,needs_visual_review,quarantine_existing_stable_id,https://www.miteco.gob.es/content/dam/miteco/es/ministerio/empleo-publico/personal-funcionario/cuestionario_tcm30-96165.pdf
aemet-a1-acceso-libre-primer-ejercicio-2016-65,needs_review:D:legacy,2016-65,D,quarantined,needs_visual_review,quarantine_existing_stable_id,https://www.miteco.gob.es/content/dam/miteco/es/ministerio/empleo-publico/personal-funcionario/cuestionario_tcm30-96165.pdf
aemet-a1-acceso-libre-primer-ejercicio-2016-66,needs_review:D:legacy,2016-66,D,quarantined,needs_visual_review,quarantine_existing_stable_id,https://www.miteco.gob.es/content/dam/miteco/es/ministerio/empleo-publico/personal-funcionario/cuestionario_tcm30-96165.pdf
aemet-a1-acceso-libre-primer-ejercicio-2016-67,needs_review:A:legacy,2016-67,A,quarantined,needs_visual_review,quarantine_existing_stable_id,https://www.miteco.gob.es/content/dam/miteco/es/ministerio/empleo-publico/personal-funcionario/cuestionario_tcm30-96165.pdf
aemet-a1-acceso-libre-primer-ejercicio-2016-68,needs_review:A:legacy,2016-68,A,quarantined,needs_visual_review,quarantine_existing_stable_id,https://www.miteco.gob.es/content/dam/miteco/es/ministerio/empleo-publico/personal-funcionario/cuestionario_tcm30-96165.pdf
aemet-a1-acceso-libre-primer-ejercicio-2016-69,needs_review:D:legacy,2016-69,D,quarantined,needs_visual_review,quarantine_existing_stable_id,https://www.miteco.gob.es/content/dam/miteco/es/ministerio/empleo-publico/personal-funcionario/cuestionario_tcm30-96165.pdf
aemet-a1-acceso-libre-primer-ejercicio-2016-70,needs_review:B:legacy,2016-70,B,quarantined,needs_visual_review,quarantine_existing_stable_id,https://www.miteco.gob.es/content/dam/miteco/es/ministerio/empleo-publico/personal-funcionario/cuestionario_tcm30-96165.pdf
aemet-a1-acceso-libre-primer-ejercicio-2016-71,needs_review:D:legacy,2016-71,D,quarantined,needs_visual_review,quarantine_existing_stable_id,https://www.miteco.gob.es/content/dam/miteco/es/ministerio/empleo-publico/personal-funcionario/cuestionario_tcm30-96165.pdf
aemet-a1-acceso-libre-primer-ejercicio-2016-72,needs_review:C:legacy,2016-72,C,quarantined,needs_visual_review,quarantine_existing_stable_id,https://www.miteco.gob.es/content/dam/miteco/es/ministerio/empleo-publico/personal-funcionario/cuestionario_tcm30-96165.pdf
aemet-a1-acceso-libre-primer-ejercicio-2016-73,needs_review:D:legacy,2016-73,D,quarantined,needs_visual_review,quarantine_existing_stable_id,https://www.miteco.gob.es/content/dam/miteco/es/ministerio/empleo-publico/personal-funcionario/cuestionario_tcm30-96165.pdf
aemet-a1-acceso-libre-primer-ejercicio-2016-74,needs_review:C:legacy,2016-74,C,quarantined,needs_visual_review,quarantine_existing_stable_id,https://www.miteco.gob.es/content/dam/miteco/es/ministerio/empleo-publico/personal-funcionario/cuestionario_tcm30-96165.pdf
aemet-a1-acceso-libre-primer-ejercicio-2016-76,needs_review:C:legacy,2016-76,C,quarantined,needs_visual_review,quarantine_existing_stable_id,https://www.miteco.gob.es/content/dam/miteco/es/ministerio/empleo-publico/personal-funcionario/cuestionario_tcm30-96165.pdf
aemet-a1-acceso-libre-primer-ejercicio-2016-77,needs_review:A:legacy,2016-77,A,quarantined,needs_visual_review,quarantine_existing_stable_id,https://www.miteco.gob.es/content/dam/miteco/es/ministerio/empleo-publico/personal-funcionario/cuestionario_tcm30-96165.pdf
aemet-a1-acceso-libre-primer-ejercicio-2016-78,needs_review:C:legacy,2016-78,C,quarantined,needs_visual_review,quarantine_existing_stable_id,https://www.miteco.gob.es/content/dam/miteco/es/ministerio/empleo-publico/personal-funcionario/cuestionario_tcm30-96165.pdf
aemet-a1-acceso-libre-primer-ejercicio-2016-79,needs_review:C:legacy,2016-79,C,quarantined,needs_visual_review,quarantine_existing_stable_id,https://www.miteco.gob.es/content/dam/miteco/es/ministerio/empleo-publico/personal-funcionario/cuestionario_tcm30-96165.pdf
aemet-a1-acceso-libre-primer-ejercicio-2016-80,needs_review:B:legacy,2016-80,B,quarantined,needs_visual_review,quarantine_existing_stable_id,https://www.miteco.gob.es/content/dam/miteco/es/ministerio/empleo-publico/personal-funcionario/cuestionario_tcm30-96165.pdf
aemet-a1-acceso-libre-primer-ejercicio-2016-81,needs_review:C:legacy,2016-81,C,quarantined,needs_visual_review,quarantine_existing_stable_id,https://www.miteco.gob.es/content/dam/miteco/es/ministerio/empleo-publico/personal-funcionario/cuestionario_tcm30-96165.pdf
aemet-a1-acceso-libre-primer-ejercicio-2016-82,needs_review:A:legacy,2016-82,A,quarantined,needs_visual_review,quarantine_existing_stable_id,https://www.miteco.gob.es/content/dam/miteco/es/ministerio/empleo-publico/personal-funcionario/cuestionario_tcm30-96165.pdf
aemet-a1-acceso-libre-primer-ejercicio-2016-83,needs_review:C:legacy,2016-83,C,quarantined,needs_visual_review,quarantine_existing_stable_id,https://www.miteco.gob.es/content/dam/miteco/es/ministerio/empleo-publico/personal-funcionario/cuestionario_tcm30-96165.pdf
aemet-a1-acceso-libre-primer-ejercicio-2016-84,needs_review:A:legacy,2016-84,A,quarantined,needs_visual_review,quarantine_existing_stable_id,https://www.miteco.gob.es/content/dam/miteco/es/ministerio/empleo-publico/personal-funcionario/cuestionario_tcm30-96165.pdf
aemet-a1-acceso-libre-primer-ejercicio-2016-86,needs_review:C:legacy,2016-86,C,quarantined,needs_visual_review,quarantine_existing_stable_id,https://www.miteco.gob.es/content/dam/miteco/es/ministerio/empleo-publico/personal-funcionario/cuestionario_tcm30-96165.pdf
aemet-a1-acceso-libre-primer-ejercicio-2016-87,needs_review:B:legacy,2016-87,B,quarantined,needs_visual_review,quarantine_existing_stable_id,https://www.miteco.gob.es/content/dam/miteco/es/ministerio/empleo-publico/personal-funcionario/cuestionario_tcm30-96165.pdf
aemet-a1-acceso-libre-primer-ejercicio-2016-88,needs_review:C:legacy,2016-88,C,quarantined,needs_visual_review,quarantine_existing_stable_id,https://www.miteco.gob.es/content/dam/miteco/es/ministerio/empleo-publico/personal-funcionario/cuestionario_tcm30-96165.pdf
aemet-a1-acceso-libre-primer-ejercicio-2016-89,needs_review:C:legacy,2016-89,C,quarantined,needs_visual_review,quarantine_existing_stable_id,https://www.miteco.gob.es/content/dam/miteco/es/ministerio/empleo-publico/personal-funcionario/cuestionario_tcm30-96165.pdf
aemet-a1-acceso-libre-primer-ejercicio-2016-90,needs_review:B:legacy,2016-90,B,quarantined,needs_visual_review,quarantine_existing_stable_id,https://www.miteco.gob.es/content/dam/miteco/es/ministerio/empleo-publico/personal-funcionario/cuestionario_tcm30-96165.pdf
aemet-a1-acceso-libre-primer-ejercicio-2016-91,needs_review:B:legacy,2016-91,B,quarantined,needs_visual_review,quarantine_existing_stable_id,https://www.miteco.gob.es/content/dam/miteco/es/ministerio/empleo-publico/personal-funcionario/cuestionario_tcm30-96165.pdf
aemet-a1-acceso-libre-primer-ejercicio-2016-92,needs_review:B:legacy,2016-92,B,quarantined,needs_visual_review,quarantine_existing_stable_id,https://www.miteco.gob.es/content/dam/miteco/es/ministerio/empleo-publico/personal-funcionario/cuestionario_tcm30-96165.pdf
aemet-a1-acceso-libre-primer-ejercicio-2016-93,needs_review:C:legacy,2016-93,C,quarantined,needs_visual_review,quarantine_existing_stable_id,https://www.miteco.gob.es/content/dam/miteco/es/ministerio/empleo-publico/personal-funcionario/cuestionario_tcm30-96165.pdf
aemet-a1-acceso-libre-primer-ejercicio-2016-94,needs_review:D:legacy,2016-94,D,quarantined,needs_visual_review,quarantine_existing_stable_id,https://www.miteco.gob.es/content/dam/miteco/es/ministerio/empleo-publico/personal-funcionario/cuestionario_tcm30-96165.pdf
aemet-a1-acceso-libre-primer-ejercicio-2016-96,needs_review:D:legacy,2016-96,D,quarantined,needs_visual_review,quarantine_existing_stable_id,https://www.miteco.gob.es/content/dam/miteco/es/ministerio/empleo-publico/personal-funcionario/cuestionario_tcm30-96165.pdf
aemet-a1-acceso-libre-primer-ejercicio-2016-97,needs_review:C:legacy,2016-97,C,quarantined,needs_visual_review,quarantine_existing_stable_id,https://www.miteco.gob.es/content/dam/miteco/es/ministerio/empleo-publico/personal-funcionario/cuestionario_tcm30-96165.pdf
aemet-a1-acceso-libre-primer-ejercicio-2016-98,needs_review:A:legacy,2016-98,A,quarantined,needs_visual_review,quarantine_existing_stable_id,https://www.miteco.gob.es/content/dam/miteco/es/ministerio/empleo-publico/personal-funcionario/cuestionario_tcm30-96165.pdf
